depth,current,temp,air_temp,turbidity,rainfall,wind_speed,gust_speed,humidity,cloud,feels_like,dew_point,uv_index,is_night,condition,safe,safety_level,message
4.25,1.38,21.6,21.8,33,2.5,22.1,29.1,69,46,22.5,16.9,4,0,0,0,Moderate,Swimming not advised due to weather conditions
1.02,1.38,33.2,34.5,16,37.7,3.7,8.7,98,27,38.0,30.6,1,1,1,0,Moderate,Recent heavy rain – unsafe swimming conditions
1.98,0.2,30.7,32.8,17,2.7,25.2,28.9,97,74,35.699999999999996,28.2,3,0,2,1,Safe,Conditions are safe for swimming
0.64,0.85,33.0,33.6,7,1.9,22.6,26.6,99,53,34.4,28.0,10,0,2,1,Safe,Conditions are safe for swimming
3.79,1.59,27.6,28.1,50,1.4,31.9,40.3,76,99,31.900000000000002,26.0,2,0,1,0,Moderate,Swimming not advised due to weather conditions
4.12,0.61,30.1,34.5,64,2.5,26.7,31.2,75,46,35.4,32.0,10,1,0,0,Danger,Do not swim – high turbidity detected
3.58,1.63,21.7,23.0,29,7.4,18.1,21.6,71,15,25.3,18.3,6,1,3,0,Moderate,Swimming not advised due to weather conditions
0.59,1.81,31.0,34.9,49,2.5,10.6,11.299999999999999,88,97,37.3,31.0,6,1,0,0,Danger,Swimming not advised due to weather conditions
4.33,1.89,31.0,36.0,54,5.2,19.6,27.400000000000002,76,58,38.9,31.5,8,1,3,0,Danger,Swimming not advised due to weather conditions
1.76,0.62,33.7,36.300000000000004,32,5.1,28.3,37.8,97,87,39.2,32.1,8,1,0,1,Moderate,Conditions are safe for swimming
1.09,0.11,28.8,31.0,58,2.7,10.6,18.2,91,60,34.8,25.2,5,1,3,0,Moderate,Swimming not advised due to weather conditions
3.54,1.14,22.5,24.8,7,0.9,15.6,17.7,92,80,28.7,19.6,10,0,0,0,Moderate,Swimming not advised due to weather conditions
4.34,0.47,33.3,38.3,68,15.3,18.3,20.5,96,88,42.0,35.6,5,1,0,0,Danger,Do not swim – high turbidity detected
0.56,1.68,30.2,32.0,21,16.1,18.3,28.1,67,12,35.4,26.9,3,0,0,0,Moderate,Swimming not advised due to weather conditions
2.33,1.58,33.4,37.199999999999996,48,0.1,0.3,3.9,87,41,40.4,35.0,9,1,0,0,Moderate,Swimming not advised due to weather conditions
2.56,1.64,23.6,24.8,17,0.0,31.5,33.0,86,33,28.8,22.6,6,0,2,0,Moderate,Swimming not advised due to weather conditions
0.86,0.16,20.8,23.0,21,7.7,8.8,14.4,86,81,25.6,20.0,9,1,3,1,Safe,Conditions are safe for swimming
0.91,1.06,23.1,23.3,69,1.0,30.3,33.1,88,67,25.6,19.6,2,0,1,0,Danger,Do not swim – high turbidity detected
3.54,0.64,24.9,29.4,30,11.2,14.7,22.5,79,14,31.599999999999998,26.6,7,0,0,0,Moderate,Swimming not advised due to weather conditions
2.88,0.16,28.9,30.7,19,10.6,16.1,17.1,86,39,30.9,25.8,7,1,2,1,Safe,Conditions are safe for swimming
1.11,1.76,27.5,28.9,27,13.4,13.7,19.2,65,56,32.8,26.0,5,0,1,0,Moderate,Swimming not advised due to weather conditions
1.42,0.1,30.2,35.0,42,6.6,22.4,26.599999999999998,72,86,37.4,29.4,4,0,0,0,Moderate,Swimming not advised due to weather conditions
1.59,0.34,24.7,29.7,43,1.2,26.7,32.1,67,15,30.0,25.5,9,1,0,0,Moderate,Swimming not advised due to weather conditions
3.62,1.21,33.3,33.5,21,4.6,10.4,17.5,80,64,36.3,30.8,0,0,1,0,Moderate,Swimming not advised due to weather conditions
1.14,0.44,21.4,25.4,27,0.7,29.8,33.2,93,40,26.2,22.0,5,1,4,1,Safe,Conditions are safe for swimming
3.93,1.43,30.2,33.0,59,4.0,10.9,15.7,95,31,34.5,27.4,0,0,2,0,Moderate,Swimming not advised due to weather conditions
1.0,1.62,28.6,32.800000000000004,8,4.1,17.5,24.6,92,48,35.00000000000001,29.1,4,0,1,0,Moderate,Swimming not advised due to weather conditions
0.97,1.93,30.0,34.8,47,10.0,5.5,8.6,82,1,38.3,30.1,4,1,0,0,Danger,Swimming not advised due to weather conditions
3.0,1.19,31.7,36.2,16,1.7,10.7,14.2,76,5,37.5,31.3,4,1,0,1,Safe,Conditions are safe for swimming
1.92,0.26,24.7,28.099999999999998,51,2.4,34.4,42.199999999999996,66,78,28.599999999999998,23.0,5,0,0,0,Moderate,Swimming not advised due to weather conditions
1.61,0.63,26.0,30.9,66,3.7,6.3,16.0,64,27,32.5,25.9,9,1,1,0,Danger,Do not swim – high turbidity detected
1.89,0.86,23.7,24.7,39,1.6,10.1,16.7,81,25,27.099999999999998,22.4,5,1,0,1,Moderate,Conditions are safe for swimming
0.87,1.24,28.7,31.9,34,5.1,24.6,28.3,86,9,33.699999999999996,27.2,5,0,1,1,Moderate,Use caution – moderate flow rates in effect
1.5,0.1,22.4,23.0,14,4.7,7.5,16.9,80,21,25.5,19.5,0,0,1,1,Safe,Conditions are safe for swimming
4.25,1.13,33.2,34.300000000000004,50,1.0,23.5,33.3,76,73,34.300000000000004,30.6,2,1,2,0,Moderate,Swimming not advised due to weather conditions
4.16,0.92,23.6,25.8,31,0.0,20.6,26.700000000000003,79,39,28.400000000000002,20.5,3,0,0,0,Moderate,Swimming not advised due to weather conditions
1.92,0.13,21.1,25.700000000000003,65,2.8,7.5,13.5,75,81,27.200000000000003,22.4,1,1,1,0,Danger,Do not swim – high turbidity detected
2.47,0.64,31.0,33.0,69,1.5,34.6,37.5,76,72,33.8,27.8,6,0,3,0,Danger,Do not swim – high turbidity detected
4.16,1.73,20.5,24.4,6,5.0,8.7,15.799999999999999,99,35,26.5,21.8,1,1,1,0,Moderate,Swimming not advised due to weather conditions
3.64,1.24,22.8,25.8,11,0.3,17.2,26.5,74,0,28.900000000000002,22.2,1,0,0,0,Moderate,Swimming not advised due to weather conditions
1.14,0.4,21.0,21.9,25,6.9,25.2,33.5,78,34,25.099999999999998,19.9,10,1,1,1,Safe,Conditions are safe for swimming
1.52,1.51,21.1,25.5,59,1.2,28.3,36.2,98,79,29.0,23.1,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.51,0.47,32.0,35.4,34,2.9,21.4,23.0,96,86,36.1,30.6,6,0,0,1,Moderate,Conditions are safe for swimming
0.51,1.47,30.3,32.9,26,3.9,12.1,16.2,91,41,36.4,30.4,2,1,0,1,Moderate,Use caution – moderate flow rates in effect
1.35,0.69,22.3,23.5,23,2.0,26.2,31.9,68,46,26.5,18.0,2,1,1,1,Safe,Conditions are safe for swimming
3.51,0.49,24.6,27.3,5,5.0,18.6,19.8,88,38,27.900000000000002,22.5,6,0,1,0,Moderate,Swimming not advised due to weather conditions
4.08,0.49,27.1,29.200000000000003,66,7.9,2.4,7.1,74,28,31.700000000000003,24.4,8,1,2,0,Danger,Do not swim – high turbidity detected
2.64,1.69,31.5,35.7,55,1.7,18.6,23.700000000000003,78,65,37.300000000000004,31.8,10,0,1,0,Moderate,Swimming not advised due to weather conditions
3.09,0.13,23.9,24.9,12,10.5,13.6,19.0,95,78,25.2,20.3,1,1,1,1,Safe,Conditions are safe for swimming
4.46,0.54,33.2,33.400000000000006,7,2.2,13.0,13.7,63,59,36.300000000000004,28.8,10,1,0,0,Moderate,Swimming not advised due to weather conditions
1.37,1.36,26.8,26.8,65,0.5,1.7,7.5,68,57,29.900000000000002,21.8,6,1,1,0,Danger,Do not swim – high turbidity detected
1.06,1.38,28.7,32.4,13,2.1,13.7,15.299999999999999,75,86,34.8,28.7,9,1,3,1,Moderate,Use caution – moderate flow rates in effect
2.67,1.54,24.3,26.400000000000002,15,1.6,7.1,10.2,99,58,29.8,20.9,9,1,2,0,Moderate,Swimming not advised due to weather conditions
2.73,1.21,21.9,24.099999999999998,27,5.4,27.9,30.599999999999998,97,66,27.9,19.6,0,1,0,1,Moderate,Use caution – moderate flow rates in effect
1.26,1.42,23.1,26.1,26,0.3,27.2,35.4,91,22,30.0,21.0,9,0,2,1,Moderate,Use caution – moderate flow rates in effect
1.1,0.51,26.5,27.8,25,11.0,28.9,35.199999999999996,65,88,31.400000000000002,22.2,7,0,3,1,Safe,Conditions are safe for swimming
4.48,1.67,31.8,33.0,58,6.1,33.9,42.2,71,42,36.7,27.8,9,0,4,0,Moderate,Swimming not advised due to weather conditions
1.47,0.18,25.8,26.5,63,9.5,14.2,14.299999999999999,94,85,26.6,21.4,1,0,2,0,Danger,Do not swim – high turbidity detected
0.66,1.69,28.7,31.5,14,2.5,2.4,8.8,78,42,34.2,28.9,8,1,1,0,Moderate,Swimming not advised due to weather conditions
3.97,0.82,25.2,28.3,67,1.2,34.8,44.599999999999994,63,41,31.2,23.9,10,1,1,0,Danger,Do not swim – high turbidity detected
3.2,1.39,25.2,29.9,25,5.0,1.9,8.3,84,53,31.0,27.3,6,1,1,1,Moderate,Use caution – moderate flow rates in effect
1.32,0.18,28.1,30.400000000000002,50,0.9,0.7,8.5,74,11,32.2,25.7,5,0,2,0,Moderate,Swimming not advised due to weather conditions
4.31,1.78,28.2,32.4,40,0.4,25.9,26.799999999999997,81,19,32.5,28.7,0,1,2,0,Moderate,Swimming not advised due to weather conditions
1.49,1.41,28.4,30.9,63,10.9,6.9,14.3,83,72,34.9,28.8,9,0,2,0,Danger,Do not swim – high turbidity detected
4.39,0.98,31.9,32.199999999999996,24,2.1,15.2,19.2,76,63,35.8,29.0,10,1,0,0,Moderate,Swimming not advised due to weather conditions
1.34,0.54,26.6,27.900000000000002,14,0.4,15.3,20.6,96,39,28.400000000000002,25.9,6,1,0,1,Safe,Conditions are safe for swimming
3.02,0.52,20.3,24.4,32,2.2,23.6,24.200000000000003,96,25,27.599999999999998,21.8,5,0,4,0,Moderate,Swimming not advised due to weather conditions
1.59,0.29,31.6,35.1,50,8.1,4.8,10.6,99,23,37.6,32.0,6,0,1,0,Moderate,Swimming not advised due to weather conditions
4.44,0.85,30.0,31.4,13,1.1,12.1,17.6,71,39,34.1,28.6,6,0,1,0,Moderate,Swimming not advised due to weather conditions
3.56,1.89,20.2,22.8,67,4.1,24.0,30.6,94,47,24.400000000000002,19.5,3,0,2,0,Danger,Do not swim – high turbidity detected
1.0,0.47,33.3,34.199999999999996,64,3.4,22.6,24.900000000000002,98,71,35.699999999999996,29.6,5,0,1,0,Danger,Do not swim – high turbidity detected
1.24,0.63,23.1,24.0,26,4.6,20.2,25.799999999999997,65,77,25.0,18.2,10,1,1,1,Safe,Conditions are safe for swimming
3.88,1.61,22.5,25.9,45,1.5,18.2,23.4,81,3,25.9,20.4,1,0,2,0,Moderate,Swimming not advised due to weather conditions
3.5,0.39,26.4,28.2,21,1.7,8.3,17.8,82,45,30.599999999999998,22.5,10,0,1,1,Safe,Conditions are safe for swimming
2.37,1.55,22.2,24.599999999999998,21,6.1,32.7,36.5,89,81,25.299999999999997,22.5,4,1,1,0,Moderate,Swimming not advised due to weather conditions
2.54,1.27,32.7,35.2,57,0.3,1.2,6.7,68,53,39.2,30.0,10,1,0,0,Moderate,Swimming not advised due to weather conditions
1.84,0.98,30.8,35.4,12,1.6,6.1,9.899999999999999,99,41,37.0,30.4,10,0,2,1,Safe,Conditions are safe for swimming
1.45,1.39,27.9,32.5,10,2.3,11.1,18.6,67,48,33.4,29.1,0,0,4,1,Moderate,Use caution – moderate flow rates in effect
3.17,1.87,23.7,26.8,23,1.1,10.3,16.5,96,67,28.2,21.1,3,1,1,0,Danger,Swimming not advised due to weather conditions
3.21,1.13,24.9,27.099999999999998,62,1.6,5.0,8.1,87,0,27.499999999999996,21.1,0,0,4,0,Danger,Do not swim – high turbidity detected
4.26,0.96,22.8,23.6,20,6.2,9.6,13.0,84,33,24.400000000000002,21.6,5,1,3,0,Moderate,Swimming not advised due to weather conditions
3.09,0.62,22.5,24.0,62,14.2,27.4,32.0,85,46,25.6,18.5,3,1,3,0,Danger,Do not swim – high turbidity detected
1.76,1.41,23.8,24.8,34,14.1,21.1,29.700000000000003,81,84,27.7,20.7,5,0,1,1,Moderate,Use caution – moderate flow rates in effect
1.7,1.23,26.1,26.900000000000002,9,2.2,1.6,3.8000000000000003,82,67,29.200000000000003,24.5,2,1,1,1,Moderate,Use caution – moderate flow rates in effect
3.3,0.88,27.8,32.5,65,7.6,3.5,4.3,96,55,32.9,28.2,4,0,3,0,Danger,Do not swim – high turbidity detected
3.63,1.43,28.6,32.9,43,0.9,19.9,22.9,87,93,33.9,27.0,4,1,1,0,Moderate,Swimming not advised due to weather conditions
0.7,0.2,29.7,32.0,44,22.7,20.1,21.5,80,78,35.3,28.1,7,1,3,0,Moderate,Recent heavy rain – unsafe swimming conditions
1.81,0.5,21.2,23.5,49,9.2,7.7,11.5,74,53,26.5,18.4,4,1,3,0,Moderate,Swimming not advised due to weather conditions
0.97,1.87,29.6,32.300000000000004,30,13.8,10.9,13.4,77,3,34.50000000000001,27.4,6,1,0,0,Danger,Swimming not advised due to weather conditions
2.55,1.57,20.6,24.1,39,2.2,19.3,23.3,99,23,26.5,20.6,10,1,0,0,Moderate,Swimming not advised due to weather conditions
1.92,0.89,29.5,32.8,44,0.9,29.0,29.4,85,27,34.9,28.0,2,1,1,0,Moderate,Swimming not advised due to weather conditions
4.37,0.6,24.4,28.599999999999998,61,1.7,3.2,6.300000000000001,64,92,30.2,24.8,6,0,0,0,Danger,Do not swim – high turbidity detected
4.27,0.55,21.5,25.3,10,1.4,29.5,34.3,91,72,26.5,21.0,7,0,1,0,Moderate,Swimming not advised due to weather conditions
3.81,1.45,29.8,31.400000000000002,45,1.2,30.0,38.2,94,21,31.900000000000002,27.9,6,0,1,0,Moderate,Swimming not advised due to weather conditions
3.62,2.0,22.7,25.0,22,0.6,32.8,34.599999999999994,78,46,26.7,21.0,6,1,2,0,Danger,Swimming not advised due to weather conditions
1.02,1.17,26.2,30.2,62,2.1,28.2,28.7,94,47,30.9,27.3,10,0,3,0,Danger,Do not swim – high turbidity detected
4.4,0.36,23.2,27.5,46,13.1,7.5,11.7,77,98,27.6,23.2,5,0,2,0,Moderate,Swimming not advised due to weather conditions
1.73,0.18,28.2,30.2,6,0.3,18.7,24.4,67,6,30.7,26.1,7,1,1,1,Safe,Conditions are safe for swimming
3.83,1.63,23.1,24.200000000000003,12,13.3,3.3,7.8,88,46,27.700000000000003,21.9,9,0,0,0,Moderate,Swimming not advised due to weather conditions
2.47,0.94,24.7,26.7,50,4.0,7.6,9.7,96,26,30.3,22.5,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.13,0.34,22.4,26.5,34,2.5,24.4,26.299999999999997,88,99,30.0,20.9,3,0,0,1,Moderate,Conditions are safe for swimming
2.15,0.56,29.4,33.5,13,3.9,3.7,4.2,82,74,34.9,28.8,1,0,4,1,Safe,Conditions are safe for swimming
1.12,1.98,33.7,37.7,39,4.3,30.3,33.2,91,65,39.400000000000006,33.9,1,1,2,0,Danger,Swimming not advised due to weather conditions
2.5,1.33,20.3,22.400000000000002,5,0.7,3.5,9.5,71,94,24.3,18.4,0,0,0,1,Moderate,Use caution – moderate flow rates in effect
3.56,0.58,32.1,32.6,30,1.7,3.3,12.899999999999999,62,11,33.2,27.0,5,1,2,0,Moderate,Swimming not advised due to weather conditions
0.52,0.1,25.3,26.0,14,5.9,8.2,14.5,96,79,26.8,23.5,1,0,0,1,Safe,Conditions are safe for swimming
4.49,0.45,28.3,30.400000000000002,14,0.4,9.1,9.4,61,64,33.1,25.5,5,0,2,0,Moderate,Swimming not advised due to weather conditions
3.72,0.86,31.3,34.3,28,2.3,19.1,27.5,83,13,37.5,28.8,5,1,3,0,Moderate,Swimming not advised due to weather conditions
4.47,1.48,31.0,36.0,60,7.9,23.7,30.5,77,37,37.2,34.0,10,1,0,0,Moderate,Swimming not advised due to weather conditions
3.15,1.3,28.3,28.400000000000002,16,2.0,23.3,28.9,66,45,28.900000000000002,26.0,8,1,3,1,Moderate,Use caution – moderate flow rates in effect
3.1,0.3,25.6,29.200000000000003,47,0.0,24.9,28.5,78,53,29.6,23.9,10,1,1,0,Moderate,Swimming not advised due to weather conditions
2.56,0.26,27.7,29.599999999999998,49,22.5,7.9,11.8,60,83,30.2,27.3,6,0,4,0,Moderate,Recent heavy rain – unsafe swimming conditions
2.12,0.27,20.9,25.4,69,1.9,16.7,19.9,61,28,28.799999999999997,21.0,2,0,2,0,Danger,Do not swim – high turbidity detected
1.01,1.2,29.7,33.2,43,10.3,17.5,24.8,72,12,33.300000000000004,30.1,3,0,2,0,Moderate,Swimming not advised due to weather conditions
3.9,0.47,21.8,26.6,30,1.8,9.7,17.4,78,38,30.5,22.7,6,1,0,0,Moderate,Swimming not advised due to weather conditions
1.68,1.87,27.3,28.7,10,1.5,10.8,16.9,60,98,31.9,24.4,5,0,1,0,Danger,Swimming not advised due to weather conditions
3.06,0.99,22.7,26.2,16,2.2,31.9,32.1,83,79,26.4,21.1,5,1,1,0,Moderate,Swimming not advised due to weather conditions
3.2,0.85,30.6,32.9,15,2.3,19.3,27.200000000000003,87,56,34.4,30.7,2,0,1,1,Safe,Conditions are safe for swimming
1.15,1.35,34.0,36.3,34,14.2,30.5,35.0,84,50,36.3,31.8,4,1,1,0,Moderate,Swimming not advised due to weather conditions
2.09,0.97,25.8,29.5,45,1.0,9.2,14.5,97,90,30.9,27.0,4,1,0,0,Moderate,Swimming not advised due to weather conditions
3.44,0.5,20.8,23.6,54,10.3,20.2,23.7,78,35,25.8,21.3,10,1,3,0,Moderate,Swimming not advised due to weather conditions
2.09,0.66,22.0,22.8,63,2.3,21.5,26.7,85,47,25.1,17.5,5,0,2,0,Danger,Do not swim – high turbidity detected
4.16,0.78,24.3,25.3,5,2.0,34.6,37.9,65,69,27.7,20.1,2,0,1,0,Moderate,Swimming not advised due to weather conditions
4.48,0.12,32.5,33.2,16,15.0,0.8,10.600000000000001,80,75,36.5,30.1,4,0,2,0,Moderate,Swimming not advised due to weather conditions
0.6,0.32,21.8,22.7,42,1.2,15.5,16.0,70,67,23.5,19.6,1,0,0,0,Moderate,Swimming not advised due to weather conditions
1.37,1.88,26.5,28.7,59,1.4,30.3,31.900000000000002,91,91,28.8,24.8,9,0,3,0,Danger,Swimming not advised due to weather conditions
3.8,1.6,24.0,28.2,43,2.3,21.9,22.0,62,82,31.2,25.2,2,1,1,0,Moderate,Swimming not advised due to weather conditions
3.92,1.91,32.4,33.8,51,3.5,2.2,2.9000000000000004,82,15,36.099999999999994,28.3,4,0,3,0,Danger,Swimming not advised due to weather conditions
3.61,1.66,32.6,35.2,48,0.2,33.1,41.5,84,49,35.900000000000006,32.7,9,1,1,0,Moderate,Swimming not advised due to weather conditions
1.48,0.78,33.9,37.3,47,0.2,32.5,33.4,87,17,40.0,34.6,2,1,1,0,Moderate,Swimming not advised due to weather conditions
2.46,0.89,20.3,22.0,50,22.3,1.4,11.1,65,79,25.9,19.5,4,0,0,0,Moderate,Recent heavy rain – unsafe swimming conditions
2.97,0.49,28.2,28.8,51,12.8,2.5,5.3,70,18,32.8,25.8,5,0,0,0,Moderate,Swimming not advised due to weather conditions
2.1,0.88,33.7,34.6,23,2.0,25.6,29.8,92,18,36.7,32.3,0,0,2,1,Safe,Conditions are safe for swimming
1.06,0.89,27.7,29.7,58,0.3,22.1,29.8,67,54,33.5,24.2,7,0,4,0,Moderate,Swimming not advised due to weather conditions
1.33,0.78,29.4,31.799999999999997,27,4.4,32.9,36.4,74,96,34.4,29.0,10,0,0,0,Moderate,Swimming not advised due to weather conditions
0.78,1.67,23.6,26.0,52,4.1,9.1,16.0,90,20,28.9,21.6,0,0,1,0,Moderate,Swimming not advised due to weather conditions
4.15,0.22,29.7,30.599999999999998,62,0.0,17.4,20.299999999999997,97,5,30.7,26.3,7,0,0,0,Danger,Do not swim – high turbidity detected
2.39,0.27,28.8,31.6,39,11.3,6.9,7.1000000000000005,93,88,32.9,27.1,6,0,2,1,Moderate,Conditions are safe for swimming
1.68,0.59,24.6,25.400000000000002,59,2.4,15.3,21.200000000000003,80,69,27.900000000000002,23.1,6,0,0,0,Moderate,Swimming not advised due to weather conditions
2.57,0.51,24.0,26.0,19,2.5,30.2,33.3,85,3,27.1,22.7,8,1,2,0,Moderate,Swimming not advised due to weather conditions
3.15,1.63,32.4,36.5,8,29.0,25.2,28.099999999999998,67,66,36.7,33.6,8,1,0,0,Moderate,Recent heavy rain – unsafe swimming conditions
1.38,0.36,32.0,34.5,16,2.2,31.9,32.3,66,1,37.2,28.8,6,1,3,0,Moderate,Swimming not advised due to weather conditions
0.83,0.83,25.2,29.6,35,16.9,13.8,15.100000000000001,61,24,32.5,25.3,9,0,1,1,Moderate,Conditions are safe for swimming
1.75,0.91,29.0,32.7,63,0.0,18.3,27.5,83,67,35.900000000000006,29.4,2,0,0,0,Danger,Do not swim – high turbidity detected
3.13,1.32,20.4,24.299999999999997,20,3.3,3.8,6.3,87,79,27.499999999999996,18.8,6,0,2,1,Moderate,Use caution – moderate flow rates in effect
1.59,1.83,21.4,25.7,29,0.3,23.4,25.7,93,27,28.9,20.3,2,1,0,0,Danger,Swimming not advised due to weather conditions
3.23,0.55,33.2,37.6,63,8.1,34.5,40.5,67,55,40.2,33.1,2,1,1,0,Danger,Do not swim – high turbidity detected
3.94,1.92,23.0,23.4,45,8.6,23.7,30.1,95,36,25.4,19.0,2,1,3,0,Danger,Swimming not advised due to weather conditions
3.82,1.45,21.5,25.7,67,6.1,32.3,33.699999999999996,83,22,28.099999999999998,22.5,1,0,0,0,Danger,Do not swim – high turbidity detected
1.9,1.74,23.3,26.8,66,14.2,10.4,18.2,91,60,27.400000000000002,24.8,0,0,4,0,Danger,Do not swim – high turbidity detected
1.98,0.78,24.8,27.400000000000002,35,0.6,14.6,15.2,86,53,29.3,23.6,8,1,1,1,Moderate,Conditions are safe for swimming
2.37,0.88,31.4,35.9,54,5.2,14.7,19.299999999999997,61,3,38.0,32.6,5,0,4,0,Moderate,Swimming not advised due to weather conditions
2.24,1.85,24.8,25.1,46,1.2,0.0,9.2,81,21,28.400000000000002,20.1,10,1,3,0,Danger,Swimming not advised due to weather conditions
3.39,0.54,29.9,31.4,31,2.3,21.7,28.9,95,59,35.4,28.5,6,1,0,1,Moderate,Conditions are safe for swimming
0.66,0.84,31.2,32.9,47,5.6,17.8,26.4,82,53,32.9,27.8,9,1,4,0,Moderate,Swimming not advised due to weather conditions
2.43,1.98,30.6,31.8,69,10.9,14.0,22.6,88,20,33.9,26.4,9,0,0,0,Danger,Do not swim – high turbidity detected
0.57,1.82,21.0,26.0,58,1.4,8.2,8.899999999999999,78,85,28.2,22.8,2,1,1,0,Danger,Swimming not advised due to weather conditions
4.0,1.82,26.9,28.599999999999998,69,15.3,2.1,5.1,76,37,29.9,25.9,7,1,2,0,Danger,Do not swim – high turbidity detected
1.63,0.72,20.3,24.1,5,8.6,19.1,19.900000000000002,60,90,27.1,21.5,10,0,1,1,Safe,Conditions are safe for swimming
1.35,0.32,31.7,34.2,21,8.6,31.1,33.1,66,78,37.7,28.4,6,1,2,0,Moderate,Swimming not advised due to weather conditions
1.17,0.69,27.0,31.0,36,2.6,23.2,24.4,65,82,32.5,27.3,6,0,0,1,Moderate,Conditions are safe for swimming
4.32,1.91,24.9,25.099999999999998,59,2.5,33.2,34.6,92,79,28.999999999999996,21.6,9,0,2,0,Danger,Swimming not advised due to weather conditions
1.27,0.38,33.1,37.7,7,8.7,24.4,33.599999999999994,60,60,39.0,33.2,6,1,0,1,Safe,Conditions are safe for swimming
2.89,1.65,25.3,26.0,67,5.4,19.8,29.1,75,40,28.1,21.0,0,1,1,0,Danger,Do not swim – high turbidity detected
3.7,0.44,21.5,25.9,19,1.1,14.4,15.1,85,96,29.299999999999997,21.0,10,0,1,0,Moderate,Swimming not advised due to weather conditions
0.82,0.38,24.2,24.599999999999998,61,0.0,16.9,18.099999999999998,68,67,28.299999999999997,22.0,7,1,2,0,Danger,Do not swim – high turbidity detected
2.69,1.78,27.8,30.5,22,6.5,10.6,16.6,76,72,34.1,28.0,3,1,1,0,Moderate,Swimming not advised due to weather conditions
2.83,1.2,20.8,22.400000000000002,31,3.1,7.9,15.3,85,88,25.200000000000003,19.4,0,1,3,1,Moderate,Conditions are safe for swimming
1.26,1.84,27.7,29.2,53,1.9,25.4,33.4,85,98,33.1,24.0,5,0,1,0,Danger,Swimming not advised due to weather conditions
2.68,0.18,30.4,32.6,29,2.6,23.6,28.1,88,91,35.1,28.7,6,0,0,1,Safe,Conditions are safe for swimming
0.95,1.23,26.8,26.900000000000002,67,0.6,18.6,22.6,61,13,30.1,23.7,9,1,1,0,Danger,Do not swim – high turbidity detected
2.97,1.39,29.3,31.900000000000002,52,0.0,1.4,11.200000000000001,74,76,34.6,26.5,1,1,3,0,Moderate,Swimming not advised due to weather conditions
4.25,1.04,29.8,34.1,20,1.9,32.8,38.0,72,63,34.800000000000004,31.7,3,0,2,0,Moderate,Swimming not advised due to weather conditions
1.8,0.46,27.8,30.7,31,9.5,2.9,6.5,64,10,31.8,25.4,4,0,2,1,Moderate,Conditions are safe for swimming
0.98,0.37,24.0,26.6,25,9.1,24.7,34.0,94,13,27.700000000000003,21.8,5,1,0,1,Safe,Conditions are safe for swimming
2.63,1.66,21.4,25.4,5,4.2,21.0,22.7,80,85,29.0,21.1,2,1,0,0,Moderate,Swimming not advised due to weather conditions
3.38,0.45,24.6,27.0,61,4.6,17.1,22.400000000000002,70,52,29.9,21.7,7,1,0,0,Danger,Do not swim – high turbidity detected
2.24,1.35,26.1,27.5,25,0.7,2.4,11.3,82,6,28.7,22.6,5,1,3,1,Moderate,Use caution – moderate flow rates in effect
1.76,1.72,20.6,20.8,55,6.7,17.0,17.9,67,20,22.900000000000002,16.3,6,1,1,0,Moderate,Swimming not advised due to weather conditions
